precinct,party,candidate,votes
1,,Over Votes,1
1,,Under Votes,11
1,,Write-in,0
1,DEM,"Mary ""MJ"" Hegar",52
1,GRN,David B. Collins,3
1,LIB,Kerry Douglas McKennon,8
1,REP,John Cornyn,382
2,,Over Votes,0
2,,Under Votes,18
2,,Write-in,0
2,DEM,"Mary ""MJ"" Hegar",71
2,GRN,David B. Collins,3
2,LIB,Kerry Douglas McKennon,6
2,REP,John Cornyn,570
3,,Over Votes,0
3,,Under Votes,17
3,,Write-in,1
3,DEM,"Mary ""MJ"" Hegar",79
3,GRN,David B. Collins,1
3,LIB,Kerry Douglas McKennon,11
3,REP,John Cornyn,1066
4,,Over Votes,0
4,,Under Votes,11
4,,Write-in,0
4,DEM,"Mary ""MJ"" Hegar",76
4,GRN,David B. Collins,1
4,LIB,Kerry Douglas McKennon,11
4,REP,John Cornyn,765
