precinct,party,candidate,votes
1,,Over Votes,0
1,,Under Votes,7
1,DEM,Erin A. Nowell,71
1,LIB,Thomas Edward Oxford,3
1,REP,Debra Lehrmann,142
10,,Over Votes,0
10,,Under Votes,13
10,DEM,Erin A. Nowell,220
10,LIB,Thomas Edward Oxford,11
10,REP,Debra Lehrmann,290
11,,Over Votes,0
11,,Under Votes,14
11,DEM,Erin A. Nowell,87
11,LIB,Thomas Edward Oxford,6
11,REP,Debra Lehrmann,1126
11B,,Over Votes,0
11B,,Under Votes,8
11B,DEM,Erin A. Nowell,75
11B,LIB,Thomas Edward Oxford,8
11B,REP,Debra Lehrmann,442
12,,Over Votes,0
12,,Under Votes,6
12,DEM,Erin A. Nowell,69
12,LIB,Thomas Edward Oxford,3
12,REP,Debra Lehrmann,376
13,,Over Votes,0
13,,Under Votes,6
13,DEM,Erin A. Nowell,66
13,LIB,Thomas Edward Oxford,9
13,REP,Debra Lehrmann,152
14,,Over Votes,0
14,,Under Votes,25
14,DEM,Erin A. Nowell,267
14,LIB,Thomas Edward Oxford,25
14,REP,Debra Lehrmann,655
15,,Over Votes,0
15,,Under Votes,9
15,DEM,Erin A. Nowell,28
15,LIB,Thomas Edward Oxford,7
15,REP,Debra Lehrmann,313
16,,Over Votes,0
16,,Under Votes,21
16,DEM,Erin A. Nowell,264
16,LIB,Thomas Edward Oxford,15
16,REP,Debra Lehrmann,409
17,,Over Votes,0
17,,Under Votes,14
17,DEM,Erin A. Nowell,76
17,LIB,Thomas Edward Oxford,9
17,REP,Debra Lehrmann,875
17B,,Over Votes,0
17B,,Under Votes,6
17B,DEM,Erin A. Nowell,7
17B,LIB,Thomas Edward Oxford,0
17B,REP,Debra Lehrmann,178
18,,Over Votes,0
18,,Under Votes,3
18,DEM,Erin A. Nowell,85
18,LIB,Thomas Edward Oxford,5
18,REP,Debra Lehrmann,230
19,,Over Votes,0
19,,Under Votes,22
19,DEM,Erin A. Nowell,228
19,LIB,Thomas Edward Oxford,13
19,REP,Debra Lehrmann,597
2,,Over Votes,0
2,,Under Votes,18
2,DEM,Erin A. Nowell,515
2,LIB,Thomas Edward Oxford,20
2,REP,Debra Lehrmann,191
20,,Over Votes,0
20,,Under Votes,24
20,DEM,Erin A. Nowell,583
20,LIB,Thomas Edward Oxford,12
20,REP,Debra Lehrmann,134
21,,Over Votes,0
21,,Under Votes,9
21,DEM,Erin A. Nowell,117
21,LIB,Thomas Edward Oxford,10
21,REP,Debra Lehrmann,398
22,,Over Votes,0
22,,Under Votes,8
22,DEM,Erin A. Nowell,60
22,LIB,Thomas Edward Oxford,7
22,REP,Debra Lehrmann,585
23,,Over Votes,0
23,,Under Votes,4
23,DEM,Erin A. Nowell,46
23,LIB,Thomas Edward Oxford,7
23,REP,Debra Lehrmann,286
24,,Over Votes,0
24,,Under Votes,23
24,DEM,Erin A. Nowell,168
24,LIB,Thomas Edward Oxford,24
24,REP,Debra Lehrmann,912
25,,Over Votes,0
25,,Under Votes,18
25,DEM,Erin A. Nowell,129
25,LIB,Thomas Edward Oxford,20
25,REP,Debra Lehrmann,988
26,,Over Votes,0
26,,Under Votes,16
26,DEM,Erin A. Nowell,101
26,LIB,Thomas Edward Oxford,11
26,REP,Debra Lehrmann,868
27,,Over Votes,0
27,,Under Votes,4
27,DEM,Erin A. Nowell,10
27,LIB,Thomas Edward Oxford,5
27,REP,Debra Lehrmann,186
28,,Over Votes,0
28,,Under Votes,10
28,DEM,Erin A. Nowell,98
28,LIB,Thomas Edward Oxford,10
28,REP,Debra Lehrmann,557
29,,Over Votes,0
29,,Under Votes,6
29,DEM,Erin A. Nowell,84
29,LIB,Thomas Edward Oxford,11
29,REP,Debra Lehrmann,683
3,,Over Votes,0
3,,Under Votes,12
3,DEM,Erin A. Nowell,114
3,LIB,Thomas Edward Oxford,17
3,REP,Debra Lehrmann,733
30,,Over Votes,0
30,,Under Votes,10
30,DEM,Erin A. Nowell,40
30,LIB,Thomas Edward Oxford,5
30,REP,Debra Lehrmann,583
31,,Over Votes,0
31,,Under Votes,1
31,DEM,Erin A. Nowell,25
31,LIB,Thomas Edward Oxford,3
31,REP,Debra Lehrmann,151
32,,Over Votes,0
32,,Under Votes,0
32,DEM,Erin A. Nowell,3
32,LIB,Thomas Edward Oxford,0
32,REP,Debra Lehrmann,65
33,,Over Votes,0
33,,Under Votes,9
33,DEM,Erin A. Nowell,44
33,LIB,Thomas Edward Oxford,8
33,REP,Debra Lehrmann,734
34,,Over Votes,0
34,,Under Votes,28
34,DEM,Erin A. Nowell,281
34,LIB,Thomas Edward Oxford,13
34,REP,Debra Lehrmann,878
35,,Over Votes,0
35,,Under Votes,21
35,DEM,Erin A. Nowell,208
35,LIB,Thomas Edward Oxford,9
35,REP,Debra Lehrmann,761
37,,Over Votes,0
37,,Under Votes,2
37,DEM,Erin A. Nowell,39
37,LIB,Thomas Edward Oxford,5
37,REP,Debra Lehrmann,248
38,,Over Votes,0
38,,Under Votes,3
38,DEM,Erin A. Nowell,20
38,LIB,Thomas Edward Oxford,3
38,REP,Debra Lehrmann,166
39,,Over Votes,0
39,,Under Votes,5
39,DEM,Erin A. Nowell,56
39,LIB,Thomas Edward Oxford,3
39,REP,Debra Lehrmann,176
4,,Over Votes,0
4,,Under Votes,12
4,DEM,Erin A. Nowell,204
4,LIB,Thomas Edward Oxford,9
4,REP,Debra Lehrmann,333
40,,Over Votes,0
40,,Under Votes,8
40,DEM,Erin A. Nowell,104
40,LIB,Thomas Edward Oxford,7
40,REP,Debra Lehrmann,256
5,,Over Votes,0
5,,Under Votes,13
5,DEM,Erin A. Nowell,216
5,LIB,Thomas Edward Oxford,26
5,REP,Debra Lehrmann,397
6,,Over Votes,0
6,,Under Votes,4
6,DEM,Erin A. Nowell,38
6,LIB,Thomas Edward Oxford,5
6,REP,Debra Lehrmann,266
7,,Over Votes,0
7,,Under Votes,8
7,DEM,Erin A. Nowell,70
7,LIB,Thomas Edward Oxford,12
7,REP,Debra Lehrmann,716
8,,Over Votes,0
8,,Under Votes,13
8,DEM,Erin A. Nowell,67
8,LIB,Thomas Edward Oxford,13
8,REP,Debra Lehrmann,701
9,,Over Votes,0
9,,Under Votes,3
9,DEM,Erin A. Nowell,37
9,LIB,Thomas Edward Oxford,1
9,REP,Debra Lehrmann,116
