precinct,party,candidate,votes
1,,Over Votes,0
1,,Under Votes,9
1,DEM,Dana Huffman,76
1,REP,Scott Walker,138
10,,Over Votes,0
10,,Under Votes,15
10,DEM,Dana Huffman,227
10,REP,Scott Walker,292
11,,Over Votes,0
11,,Under Votes,14
11,DEM,Dana Huffman,89
11,REP,Scott Walker,1130
11B,,Over Votes,0
11B,,Under Votes,12
11B,DEM,Dana Huffman,78
11B,REP,Scott Walker,443
12,,Over Votes,0
12,,Under Votes,10
12,DEM,Dana Huffman,68
12,REP,Scott Walker,376
13,,Over Votes,0
13,,Under Votes,6
13,DEM,Dana Huffman,70
13,REP,Scott Walker,157
14,,Over Votes,0
14,,Under Votes,24
14,DEM,Dana Huffman,272
14,REP,Scott Walker,676
15,,Over Votes,0
15,,Under Votes,8
15,DEM,Dana Huffman,36
15,REP,Scott Walker,313
16,,Over Votes,0
16,,Under Votes,29
16,DEM,Dana Huffman,265
16,REP,Scott Walker,415
17,,Over Votes,0
17,,Under Votes,14
17,DEM,Dana Huffman,80
17,REP,Scott Walker,880
17B,,Over Votes,0
17B,,Under Votes,6
17B,DEM,Dana Huffman,10
17B,REP,Scott Walker,175
18,,Over Votes,0
18,,Under Votes,4
18,DEM,Dana Huffman,90
18,REP,Scott Walker,229
19,,Over Votes,0
19,,Under Votes,23
19,DEM,Dana Huffman,238
19,REP,Scott Walker,599
2,,Over Votes,0
2,,Under Votes,19
2,DEM,Dana Huffman,527
2,REP,Scott Walker,198
20,,Over Votes,0
20,,Under Votes,26
20,DEM,Dana Huffman,587
20,REP,Scott Walker,140
21,,Over Votes,0
21,,Under Votes,11
21,DEM,Dana Huffman,122
21,REP,Scott Walker,401
22,,Over Votes,0
22,,Under Votes,7
22,DEM,Dana Huffman,62
22,REP,Scott Walker,591
23,,Over Votes,0
23,,Under Votes,8
23,DEM,Dana Huffman,46
23,REP,Scott Walker,289
24,,Over Votes,0
24,,Under Votes,23
24,DEM,Dana Huffman,176
24,REP,Scott Walker,928
25,,Over Votes,0
25,,Under Votes,19
25,DEM,Dana Huffman,144
25,REP,Scott Walker,992
26,,Over Votes,0
26,,Under Votes,16
26,DEM,Dana Huffman,102
26,REP,Scott Walker,878
27,,Over Votes,0
27,,Under Votes,8
27,DEM,Dana Huffman,11
27,REP,Scott Walker,186
28,,Over Votes,0
28,,Under Votes,9
28,DEM,Dana Huffman,102
28,REP,Scott Walker,564
29,,Over Votes,0
29,,Under Votes,8
29,DEM,Dana Huffman,82
29,REP,Scott Walker,694
3,,Over Votes,0
3,,Under Votes,13
3,DEM,Dana Huffman,115
3,REP,Scott Walker,748
30,,Over Votes,0
30,,Under Votes,12
30,DEM,Dana Huffman,43
30,REP,Scott Walker,583
31,,Over Votes,0
31,,Under Votes,3
31,DEM,Dana Huffman,24
31,REP,Scott Walker,153
32,,Over Votes,0
32,,Under Votes,1
32,DEM,Dana Huffman,3
32,REP,Scott Walker,64
33,,Over Votes,0
33,,Under Votes,11
33,DEM,Dana Huffman,42
33,REP,Scott Walker,742
34,,Over Votes,0
34,,Under Votes,37
34,DEM,Dana Huffman,287
34,REP,Scott Walker,876
35,,Over Votes,0
35,,Under Votes,18
35,DEM,Dana Huffman,212
35,REP,Scott Walker,769
37,,Over Votes,0
37,,Under Votes,6
37,DEM,Dana Huffman,39
37,REP,Scott Walker,249
38,,Over Votes,0
38,,Under Votes,0
38,DEM,Dana Huffman,20
38,REP,Scott Walker,172
39,,Over Votes,0
39,,Under Votes,8
39,DEM,Dana Huffman,58
39,REP,Scott Walker,174
4,,Over Votes,0
4,,Under Votes,15
4,DEM,Dana Huffman,210
4,REP,Scott Walker,333
40,,Over Votes,0
40,,Under Votes,8
40,DEM,Dana Huffman,109
40,REP,Scott Walker,258
5,,Over Votes,0
5,,Under Votes,13
5,DEM,Dana Huffman,223
5,REP,Scott Walker,416
6,,Over Votes,0
6,,Under Votes,7
6,DEM,Dana Huffman,39
6,REP,Scott Walker,267
7,,Over Votes,0
7,,Under Votes,10
7,DEM,Dana Huffman,67
7,REP,Scott Walker,729
8,,Over Votes,0
8,,Under Votes,15
8,DEM,Dana Huffman,71
8,REP,Scott Walker,708
9,,Over Votes,0
9,,Under Votes,4
9,DEM,Dana Huffman,38
9,REP,Scott Walker,115
