precinct,party,candidate,votes
1,,Over Votes,0
1,,Under Votes,8
1,,Write-in,0
1,DEM,Jay Kleberg,70
1,GRN,"Alfred Molison, Jr.",3
1,REP,Dawn Buckingham,142
10,,Over Votes,0
10,,Under Votes,11
10,,Write-in,0
10,DEM,Jay Kleberg,226
10,GRN,"Alfred Molison, Jr.",7
10,REP,Dawn Buckingham,290
11,,Over Votes,0
11,,Under Votes,15
11,,Write-in,0
11,DEM,Jay Kleberg,97
11,GRN,"Alfred Molison, Jr.",3
11,REP,Dawn Buckingham,1118
11B,,Over Votes,0
11B,,Under Votes,8
11B,,Write-in,0
11B,DEM,Jay Kleberg,80
11B,GRN,"Alfred Molison, Jr.",7
11B,REP,Dawn Buckingham,438
12,,Over Votes,0
12,,Under Votes,9
12,,Write-in,2
12,DEM,Jay Kleberg,73
12,GRN,"Alfred Molison, Jr.",5
12,REP,Dawn Buckingham,365
13,,Over Votes,0
13,,Under Votes,4
13,,Write-in,0
13,DEM,Jay Kleberg,69
13,GRN,"Alfred Molison, Jr.",1
13,REP,Dawn Buckingham,159
14,,Over Votes,0
14,,Under Votes,29
14,,Write-in,0
14,DEM,Jay Kleberg,290
14,GRN,"Alfred Molison, Jr.",9
14,REP,Dawn Buckingham,644
15,,Over Votes,0
15,,Under Votes,5
15,,Write-in,0
15,DEM,Jay Kleberg,38
15,GRN,"Alfred Molison, Jr.",3
15,REP,Dawn Buckingham,311
16,,Over Votes,0
16,,Under Votes,27
16,,Write-in,0
16,DEM,Jay Kleberg,266
16,GRN,"Alfred Molison, Jr.",4
16,REP,Dawn Buckingham,412
17,,Over Votes,0
17,,Under Votes,14
17,,Write-in,0
17,DEM,Jay Kleberg,81
17,GRN,"Alfred Molison, Jr.",5
17,REP,Dawn Buckingham,874
17B,,Over Votes,0
17B,,Under Votes,5
17B,,Write-in,0
17B,DEM,Jay Kleberg,7
17B,GRN,"Alfred Molison, Jr.",0
17B,REP,Dawn Buckingham,179
18,,Over Votes,0
18,,Under Votes,5
18,,Write-in,0
18,DEM,Jay Kleberg,88
18,GRN,"Alfred Molison, Jr.",3
18,REP,Dawn Buckingham,227
19,,Over Votes,0
19,,Under Votes,21
19,,Write-in,1
19,DEM,Jay Kleberg,245
19,GRN,"Alfred Molison, Jr.",6
19,REP,Dawn Buckingham,587
2,,Over Votes,0
2,,Under Votes,22
2,,Write-in,0
2,DEM,Jay Kleberg,517
2,GRN,"Alfred Molison, Jr.",13
2,REP,Dawn Buckingham,192
20,,Over Votes,0
20,,Under Votes,19
20,,Write-in,0
20,DEM,Jay Kleberg,588
20,GRN,"Alfred Molison, Jr.",13
20,REP,Dawn Buckingham,133
21,,Over Votes,0
21,,Under Votes,12
21,,Write-in,0
21,DEM,Jay Kleberg,123
21,GRN,"Alfred Molison, Jr.",5
21,REP,Dawn Buckingham,394
22,,Over Votes,0
22,,Under Votes,9
22,,Write-in,0
22,DEM,Jay Kleberg,71
22,GRN,"Alfred Molison, Jr.",6
22,REP,Dawn Buckingham,574
23,,Over Votes,0
23,,Under Votes,4
23,,Write-in,0
23,DEM,Jay Kleberg,50
23,GRN,"Alfred Molison, Jr.",3
23,REP,Dawn Buckingham,286
24,,Over Votes,0
24,,Under Votes,18
24,,Write-in,1
24,DEM,Jay Kleberg,185
24,GRN,"Alfred Molison, Jr.",14
24,REP,Dawn Buckingham,909
25,,Over Votes,0
25,,Under Votes,18
