precinct,party,candidate,votes
1,,Over Votes,0
1,,Under Votes,8
1,DEM,Melissa N. Ortega,119
1,REP,"Michael ""Travis"" Stevens",163
2,,Over Votes,0
2,,Under Votes,21
2,DEM,Melissa N. Ortega,84
2,REP,"Michael ""Travis"" Stevens",122
3,,Over Votes,0
3,,Under Votes,9
3,DEM,Melissa N. Ortega,91
3,REP,"Michael ""Travis"" Stevens",151
4,,Over Votes,0
4,,Under Votes,0
4,DEM,Melissa N. Ortega,34
4,REP,"Michael ""Travis"" Stevens",74
5,,Over Votes,0
5,,Under Votes,10
5,DEM,Melissa N. Ortega,68
5,REP,"Michael ""Travis"" Stevens",100
