precinct,party,candidate,votes
1,,Over Votes,0
1,,Under Votes,2
1,DEM,Rochelle Mercedes Garza,116
1,LIB,Mark Ash,18
1,REP,Ken Paxton,154
2,,Over Votes,0
2,,Under Votes,11
2,DEM,Rochelle Mercedes Garza,84
2,LIB,Mark Ash,5
2,REP,Ken Paxton,127
3,,Over Votes,0
3,,Under Votes,6
3,DEM,Rochelle Mercedes Garza,88
3,LIB,Mark Ash,8
3,REP,Ken Paxton,149
4,,Over Votes,0
4,,Under Votes,0
4,DEM,Rochelle Mercedes Garza,33
4,LIB,Mark Ash,2
4,REP,Ken Paxton,73
5,,Over Votes,0
5,,Under Votes,4
5,DEM,Rochelle Mercedes Garza,66
5,LIB,Mark Ash,7
5,REP,Ken Paxton,101
