precinct,party,candidate,votes
1,,Over Votes,0
1,,Under Votes,15
1,DEM,Janet T. Dudding,49
1,LIB,V. Alonzo Echevarria-Garza,3
1,REP,Glenn Hegar,753
2,,Over Votes,0
2,,Under Votes,9
2,DEM,Janet T. Dudding,65
2,LIB,V. Alonzo Echevarria-Garza,7
2,REP,Glenn Hegar,562
2E,,Over Votes,0
2E,,Under Votes,3
2E,DEM,Janet T. Dudding,21
2E,LIB,V. Alonzo Echevarria-Garza,1
2E,REP,Glenn Hegar,204
3,,Over Votes,0
3,,Under Votes,12
3,DEM,Janet T. Dudding,50
3,LIB,V. Alonzo Echevarria-Garza,11
3,REP,Glenn Hegar,597
4,,Over Votes,0
4,,Under Votes,11
4,DEM,Janet T. Dudding,73
4,LIB,V. Alonzo Echevarria-Garza,5
4,REP,Glenn Hegar,791
