precinct,party,candidate,votes
1,,Over Votes,0
1,,Under Votes,8
1,DEM,"Mary ""MJ"" Hegar",40
1,GRN,David B. Collins,5
1,LIB,Kerry Douglas McKennon,9
1,REP,John Cornyn,233
10,,Over Votes,0
10,,Under Votes,75
10,DEM,"Mary ""MJ"" Hegar",386
10,GRN,David B. Collins,10
10,LIB,Kerry Douglas McKennon,19
10,REP,John Cornyn,913
11,,Over Votes,0
11,,Under Votes,6
11,DEM,"Mary ""MJ"" Hegar",51
11,GRN,David B. Collins,1
11,LIB,Kerry Douglas McKennon,2
11,REP,John Cornyn,169
12,,Over Votes,0
12,,Under Votes,6
12,DEM,"Mary ""MJ"" Hegar",137
12,GRN,David B. Collins,7
12,LIB,Kerry Douglas McKennon,9
12,REP,John Cornyn,23
13,,Over Votes,0
13,,Under Votes,6
13,DEM,"Mary ""MJ"" Hegar",34
13,GRN,David B. Collins,5
13,LIB,Kerry Douglas McKennon,8
13,REP,John Cornyn,240
14,,Over Votes,0
14,,Under Votes,20
14,DEM,"Mary ""MJ"" Hegar",84
14,GRN,David B. Collins,6
14,LIB,Kerry Douglas McKennon,16
14,REP,John Cornyn,472
15,,Over Votes,0
15,,Under Votes,20
15,DEM,"Mary ""MJ"" Hegar",76
15,GRN,David B. Collins,6
15,LIB,Kerry Douglas McKennon,13
15,REP,John Cornyn,667
16,,Over Votes,0
16,,Under Votes,94
16,DEM,"Mary ""MJ"" Hegar",434
16,GRN,David B. Collins,20
16,LIB,Kerry Douglas McKennon,61
16,REP,John Cornyn,2207
17,,Over Votes,0
17,,Under Votes,21
17,DEM,"Mary ""MJ"" Hegar",134
17,GRN,David B. Collins,4
17,LIB,Kerry Douglas McKennon,17
17,REP,John Cornyn,706
18,,Over Votes,0
18,,Under Votes,28
18,DEM,"Mary ""MJ"" Hegar",190
18,GRN,David B. Collins,5
18,LIB,Kerry Douglas McKennon,7
18,REP,John Cornyn,123
19,,Over Votes,0
19,,Under Votes,62
19,DEM,"Mary ""MJ"" Hegar",882
19,GRN,David B. Collins,2
19,LIB,Kerry Douglas McKennon,36
19,REP,John Cornyn,2134
2,,Over Votes,0
2,,Under Votes,16
2,DEM,"Mary ""MJ"" Hegar",46
2,GRN,David B. Collins,2
2,LIB,Kerry Douglas McKennon,9
2,REP,John Cornyn,306
20,,Over Votes,0
20,,Under Votes,52
20,DEM,"Mary ""MJ"" Hegar",955
20,GRN,David B. Collins,7
20,LIB,Kerry Douglas McKennon,44
20,REP,John Cornyn,2176
21,,Over Votes,0
21,,Under Votes,33
21,DEM,"Mary ""MJ"" Hegar",164
21,GRN,David B. Collins,3
21,LIB,Kerry Douglas McKennon,17
21,REP,John Cornyn,641
3,,Over Votes,0
3,,Under Votes,47
3,DEM,"Mary ""MJ"" Hegar",218
3,GRN,David B. Collins,9
3,LIB,Kerry Douglas McKennon,20
3,REP,John Cornyn,827
4,,Over Votes,0
4,,Under Votes,42
4,DEM,"Mary ""MJ"" Hegar",203
4,GRN,David B. Collins,2
4,LIB,Kerry Douglas McKennon,18
4,REP,John Cornyn,757
5,,Over Votes,0
5,,Under Votes,45
5,DEM,"Mary ""MJ"" Hegar",361
5,GRN,David B. Collins,10
5,LIB,Kerry Douglas McKennon,32
5,REP,John Cornyn,1374
6,,Over Votes,0
6,,Under Votes,77
6,DEM,"Mary ""MJ"" Hegar",470
6,GRN,David B. Collins,22
6,LIB,Kerry Douglas McKennon,57
6,REP,John Cornyn,2632
7,,Over Votes,0
7,,Under Votes,21
7,DEM,"Mary ""MJ"" Hegar",108
7,GRN,David B. Collins,2
7,LIB,Kerry Douglas McKennon,13
7,REP,John Cornyn,291
8,,Over Votes,0
8,,Under Votes,37
8,DEM,"Mary ""MJ"" Hegar",160
8,GRN,David B. Collins,2
8,LIB,Kerry Douglas McKennon,8
8,REP,John Cornyn,457
9,,Over Votes,0
9,,Under Votes,30
9,DEM,"Mary ""MJ"" Hegar",104
9,GRN,David B. Collins,3
9,LIB,Kerry Douglas McKennon,11
9,REP,John Cornyn,387
