precinct,party,candidate,votes
1,,Over Votes,0
1,,Under Votes,151
1,DEM,Chrysta Castañeda,275
1,GRN,"Katija ""Kat"" Gruene",5
1,LIB,Matt Sterett,8
1,REP,"James ""Jim"" Wright",369
2,,Over Votes,0
2,,Under Votes,31
2,DEM,Chrysta Castañeda,135
2,GRN,"Katija ""Kat"" Gruene",2
2,LIB,Matt Sterett,10
2,REP,"James ""Jim"" Wright",113
3,,Over Votes,0
3,,Under Votes,86
3,DEM,Chrysta Castañeda,240
3,GRN,"Katija ""Kat"" Gruene",6
3,LIB,Matt Sterett,14
3,REP,"James ""Jim"" Wright",185
4,,Over Votes,0
4,,Under Votes,7
4,DEM,Chrysta Castañeda,4
4,GRN,"Katija ""Kat"" Gruene",1
4,LIB,Matt Sterett,1
4,REP,"James ""Jim"" Wright",49
5,,Over Votes,0
5,,Under Votes,69
5,DEM,Chrysta Castañeda,214
5,GRN,"Katija ""Kat"" Gruene",6
5,LIB,Matt Sterett,8
5,REP,"James ""Jim"" Wright",189
6,,Over Votes,0
6,,Under Votes,42
6,DEM,Chrysta Castañeda,116
6,GRN,"Katija ""Kat"" Gruene",4
6,LIB,Matt Sterett,1
6,REP,"James ""Jim"" Wright",98
