precinct,party,candidate,votes
1,,Over Votes,0
1,,Under Votes,179
1,DEM,Tina Clinton,277
1,REP,Kevin Patrick Yeary,352
2,,Over Votes,0
2,,Under Votes,37
2,DEM,Tina Clinton,142
2,REP,Kevin Patrick Yeary,112
3,,Over Votes,0
3,,Under Votes,95
3,DEM,Tina Clinton,249
3,REP,Kevin Patrick Yeary,187
4,,Over Votes,0
4,,Under Votes,8
4,DEM,Tina Clinton,5
4,REP,Kevin Patrick Yeary,49
5,,Over Votes,0
5,,Under Votes,78
5,DEM,Tina Clinton,209
5,REP,Kevin Patrick Yeary,199
6,,Over Votes,0
6,,Under Votes,46
6,DEM,Tina Clinton,115
6,REP,Kevin Patrick Yeary,100
