precinct,party,candidate,votes
1,,Over Votes,0
1,,Under Votes,13
1,DEM,Erin A. Nowell,199
1,LIB,Thomas Edward Oxford,28
1,REP,Debra Lehrmann,1085
1A,,Over Votes,0
1A,,Under Votes,12
1A,DEM,Erin A. Nowell,118
1A,LIB,Thomas Edward Oxford,11
1A,REP,Debra Lehrmann,582
2,,Over Votes,0
2,,Under Votes,32
2,DEM,Erin A. Nowell,362
2,LIB,Thomas Edward Oxford,38
2,REP,Debra Lehrmann,1180
3,,Over Votes,0
3,,Under Votes,36
3,DEM,Erin A. Nowell,581
3,LIB,Thomas Edward Oxford,52
3,REP,Debra Lehrmann,2136
4,,Over Votes,0
4,,Under Votes,40
4,DEM,Erin A. Nowell,461
4,LIB,Thomas Edward Oxford,39
4,REP,Debra Lehrmann,1892
4A,,Over Votes,0
4A,,Under Votes,10
4A,DEM,Erin A. Nowell,127
4A,LIB,Thomas Edward Oxford,14
4A,REP,Debra Lehrmann,638
