precinct,party,candidate,votes
1,,Over Votes,0
1,,Under Votes,29
1,DEM,Erin A. Nowell,197
1,LIB,Thomas Edward Oxford,10
1,REP,Debra Lehrmann,155
10,,Over Votes,0
10,,Under Votes,20
10,DEM,Erin A. Nowell,96
10,LIB,Thomas Edward Oxford,8
10,REP,Debra Lehrmann,672
11,,Over Votes,0
11,,Under Votes,22
11,DEM,Erin A. Nowell,71
11,LIB,Thomas Edward Oxford,8
11,REP,Debra Lehrmann,555
2,,Over Votes,0
2,,Under Votes,9
2,DEM,Erin A. Nowell,103
2,LIB,Thomas Edward Oxford,3
2,REP,Debra Lehrmann,217
3,,Over Votes,0
3,,Under Votes,12
3,DEM,Erin A. Nowell,64
3,LIB,Thomas Edward Oxford,6
3,REP,Debra Lehrmann,240
4,,Over Votes,0
4,,Under Votes,15
4,DEM,Erin A. Nowell,173
4,LIB,Thomas Edward Oxford,4
4,REP,Debra Lehrmann,203
5,,Over Votes,0
5,,Under Votes,34
5,DEM,Erin A. Nowell,183
5,LIB,Thomas Edward Oxford,10
5,REP,Debra Lehrmann,698
6,,Over Votes,0
6,,Under Votes,8
6,DEM,Erin A. Nowell,47
6,LIB,Thomas Edward Oxford,3
6,REP,Debra Lehrmann,85
7,,Over Votes,0
7,,Under Votes,21
7,DEM,Erin A. Nowell,219
7,LIB,Thomas Edward Oxford,12
7,REP,Debra Lehrmann,661
8,,Over Votes,0
8,,Under Votes,13
8,DEM,Erin A. Nowell,41
8,LIB,Thomas Edward Oxford,4
8,REP,Debra Lehrmann,304
9,,Over Votes,0
9,,Under Votes,12
9,DEM,Erin A. Nowell,88
9,LIB,Thomas Edward Oxford,9
9,REP,Debra Lehrmann,324
