precinct,party,candidate,votes
1,,Over Votes,0
1,,Under Votes,35
1,DEM,Gary D. Thomas,67
1,REP,Reggie Smith,510
10,,Over Votes,0
10,,Under Votes,19
10,DEM,Gary D. Thomas,58
10,REP,Reggie Smith,245
3,,Over Votes,0
3,,Under Votes,19
3,DEM,Gary D. Thomas,76
3,REP,Reggie Smith,219
4,,Over Votes,0
4,,Under Votes,12
4,DEM,Gary D. Thomas,52
4,REP,Reggie Smith,301
5,,Over Votes,0
5,,Under Votes,23
5,DEM,Gary D. Thomas,87
5,REP,Reggie Smith,477
7,,Over Votes,0
7,,Under Votes,8
7,DEM,Gary D. Thomas,20
7,REP,Reggie Smith,151
9,,Over Votes,0
9,,Under Votes,18
9,DEM,Gary D. Thomas,15
9,REP,Reggie Smith,188
