precinct,party,candidate,votes
1,,Over Votes,0
1,,RICHARDO TURULLOLS,0
1,,Under Votes,32
1,DEM,"MARY ""MJ"" HEGAR",210
1,GRN,DAVID B. COLLINS,3
1,LIB,KERRY DOUGLAS MCKENNON,22
1,REP,JOHN CORNYN,781
10,,Over Votes,0
10,,RICHARDO TURULLOLS,1
10,,Under Votes,43
10,DEM,"MARY ""MJ"" HEGAR",289
10,GRN,DAVID B. COLLINS,10
10,LIB,KERRY DOUGLAS MCKENNON,37
10,REP,JOHN CORNYN,1568
11,,Over Votes,0
11,,RICHARDO TURULLOLS,0
11,,Under Votes,47
11,DEM,"MARY ""MJ"" HEGAR",272
11,GRN,DAVID B. COLLINS,6
11,LIB,KERRY DOUGLAS MCKENNON,36
11,REP,JOHN CORNYN,1501
12,,Over Votes,0
12,,RICHARDO TURULLOLS,0
12,,Under Votes,20
12,DEM,"MARY ""MJ"" HEGAR",110
12,GRN,DAVID B. COLLINS,3
12,LIB,KERRY DOUGLAS MCKENNON,11
12,REP,JOHN CORNYN,742
13,,Over Votes,0
13,,RICHARDO TURULLOLS,0
13,,Under Votes,13
13,DEM,"MARY ""MJ"" HEGAR",114
13,GRN,DAVID B. COLLINS,2
13,LIB,KERRY DOUGLAS MCKENNON,13
13,REP,JOHN CORNYN,489
15,,Over Votes,0
15,,RICHARDO TURULLOLS,0
15,,Under Votes,15
15,DEM,"MARY ""MJ"" HEGAR",71
15,GRN,DAVID B. COLLINS,4
15,LIB,KERRY DOUGLAS MCKENNON,10
15,REP,JOHN CORNYN,587
16,,Over Votes,0
16,,RICHARDO TURULLOLS,0
16,,Under Votes,7
16,DEM,"MARY ""MJ"" HEGAR",36
16,GRN,DAVID B. COLLINS,0
16,LIB,KERRY DOUGLAS MCKENNON,5
16,REP,JOHN CORNYN,190
18,,Over Votes,0
18,,RICHARDO TURULLOLS,0
18,,Under Votes,57
18,DEM,"MARY ""MJ"" HEGAR",417
18,GRN,DAVID B. COLLINS,11
18,LIB,KERRY DOUGLAS MCKENNON,40
18,REP,JOHN CORNYN,1563
19,,Over Votes,0
19,,RICHARDO TURULLOLS,0
19,,Under Votes,31
19,DEM,"MARY ""MJ"" HEGAR",294
19,GRN,DAVID B. COLLINS,14
19,LIB,KERRY DOUGLAS MCKENNON,21
19,REP,JOHN CORNYN,954
2,,Over Votes,1
2,,RICHARDO TURULLOLS,0
2,,Under Votes,21
2,DEM,"MARY ""MJ"" HEGAR",100
2,GRN,DAVID B. COLLINS,2
2,LIB,KERRY DOUGLAS MCKENNON,15
2,REP,JOHN CORNYN,817
3,,Over Votes,0
3,,RICHARDO TURULLOLS,0
3,,Under Votes,13
3,DEM,"MARY ""MJ"" HEGAR",119
3,GRN,DAVID B. COLLINS,5
3,LIB,KERRY DOUGLAS MCKENNON,5
3,REP,JOHN CORNYN,282
4,,Over Votes,0
4,,RICHARDO TURULLOLS,0
4,,Under Votes,24
4,DEM,"MARY ""MJ"" HEGAR",237
4,GRN,DAVID B. COLLINS,7
4,LIB,KERRY DOUGLAS MCKENNON,18
4,REP,JOHN CORNYN,643
5,,Over Votes,0
5,,RICHARDO TURULLOLS,0
5,,Under Votes,10
5,DEM,"MARY ""MJ"" HEGAR",62
5,GRN,DAVID B. COLLINS,7
5,LIB,KERRY DOUGLAS MCKENNON,8
5,REP,JOHN CORNYN,349
6,,Over Votes,0
6,,RICHARDO TURULLOLS,0
6,,Under Votes,14
6,DEM,"MARY ""MJ"" HEGAR",78
6,GRN,DAVID B. COLLINS,2
6,LIB,KERRY DOUGLAS MCKENNON,11
6,REP,JOHN CORNYN,467
7,,Over Votes,0
7,,RICHARDO TURULLOLS,0
7,,Under Votes,4
7,DEM,"MARY ""MJ"" HEGAR",48
7,GRN,DAVID B. COLLINS,0
7,LIB,KERRY DOUGLAS MCKENNON,10
7,REP,JOHN CORNYN,316
9,,Over Votes,0
9,,RICHARDO TURULLOLS,0
9,,Under Votes,16
9,DEM,"MARY ""MJ"" HEGAR",102
9,GRN,DAVID B. COLLINS,4
9,LIB,KERRY DOUGLAS MCKENNON,11
9,REP,JOHN CORNYN,587
