precinct,party,candidate,votes
1,,Over Votes,0
1,,Under Votes,2
1,DEM,Rochelle Mercedes Garza,95
1,LIB,Mark Ash,3
1,REP,Ken Paxton,343
10,,Over Votes,0
10,,Under Votes,6
10,DEM,Rochelle Mercedes Garza,112
10,LIB,Mark Ash,9
10,REP,Ken Paxton,183
11,,Over Votes,0
11,,Under Votes,8
11,DEM,Rochelle Mercedes Garza,274
11,LIB,Mark Ash,30
11,REP,Ken Paxton,541
12,,Over Votes,0
12,,Under Votes,16
12,DEM,Rochelle Mercedes Garza,197
12,LIB,Mark Ash,11
12,REP,Ken Paxton,388
13,,Over Votes,0
13,,Under Votes,24
13,DEM,Rochelle Mercedes Garza,259
13,LIB,Mark Ash,24
13,REP,Ken Paxton,863
14,,Over Votes,0
14,,Under Votes,2
14,DEM,Rochelle Mercedes Garza,20
14,LIB,Mark Ash,2
14,REP,Ken Paxton,101
15,,Over Votes,0
15,,Under Votes,22
15,DEM,Rochelle Mercedes Garza,320
15,LIB,Mark Ash,31
15,REP,Ken Paxton,552
17,,Over Votes,0
17,,Under Votes,26
17,DEM,Rochelle Mercedes Garza,384
17,LIB,Mark Ash,13
17,REP,Ken Paxton,340
18,,Over Votes,0
18,,Under Votes,39
18,DEM,Rochelle Mercedes Garza,197
18,LIB,Mark Ash,17
18,REP,Ken Paxton,493
19,,Over Votes,0
19,,Under Votes,7
19,DEM,Rochelle Mercedes Garza,49
19,LIB,Mark Ash,2
19,REP,Ken Paxton,162
20,,Over Votes,0
20,,Under Votes,30
20,DEM,Rochelle Mercedes Garza,425
20,LIB,Mark Ash,39
20,REP,Ken Paxton,1598
21,,Over Votes,0
21,,Under Votes,18
21,DEM,Rochelle Mercedes Garza,90
21,LIB,Mark Ash,7
21,REP,Ken Paxton,449
22,,Over Votes,0
22,,Under Votes,6
22,DEM,Rochelle Mercedes Garza,70
22,LIB,Mark Ash,15
22,REP,Ken Paxton,334
3,,Over Votes,0
3,,Under Votes,10
3,DEM,Rochelle Mercedes Garza,177
3,LIB,Mark Ash,17
3,REP,Ken Paxton,381
4,,Over Votes,0
4,,Under Votes,1
4,DEM,Rochelle Mercedes Garza,132
4,LIB,Mark Ash,5
4,REP,Ken Paxton,226
5,,Over Votes,0
5,,Under Votes,12
5,DEM,Rochelle Mercedes Garza,206
5,LIB,Mark Ash,8
5,REP,Ken Paxton,274
6,,Over Votes,0
6,,Under Votes,6
6,DEM,Rochelle Mercedes Garza,65
6,LIB,Mark Ash,4
6,REP,Ken Paxton,165
7,,Over Votes,0
7,,Under Votes,10
7,DEM,Rochelle Mercedes Garza,177
7,LIB,Mark Ash,22
7,REP,Ken Paxton,445
8,,Over Votes,0
8,,Under Votes,1
8,DEM,Rochelle Mercedes Garza,95
8,LIB,Mark Ash,8
8,REP,Ken Paxton,195
9,,Over Votes,0
9,,Under Votes,16
9,DEM,Rochelle Mercedes Garza,316
9,LIB,Mark Ash,30
9,REP,Ken Paxton,528
