precinct,party,candidate,votes
1,,Over Votes,0
1,,Under Votes,10
1,DEM,Amanda Reichek,90
1,REP,Rebeca Huddle,343
10,,Over Votes,0
10,,Under Votes,10
10,DEM,Amanda Reichek,112
10,REP,Rebeca Huddle,188
11,,Over Votes,0
11,,Under Votes,20
11,DEM,Amanda Reichek,272
11,REP,Rebeca Huddle,561
12,,Over Votes,0
12,,Under Votes,17
12,DEM,Amanda Reichek,193
12,REP,Rebeca Huddle,402
13,,Over Votes,0
13,,Under Votes,46
13,DEM,Amanda Reichek,259
13,REP,Rebeca Huddle,865
14,,Over Votes,0
14,,Under Votes,3
14,DEM,Amanda Reichek,19
14,REP,Rebeca Huddle,103
15,,Over Votes,0
15,,Under Votes,37
15,DEM,Amanda Reichek,309
15,REP,Rebeca Huddle,579
17,,Over Votes,0
17,,Under Votes,45
17,DEM,Amanda Reichek,379
17,REP,Rebeca Huddle,339
18,,Over Votes,0
18,,Under Votes,49
18,DEM,Amanda Reichek,195
18,REP,Rebeca Huddle,502
19,,Over Votes,0
19,,Under Votes,12
19,DEM,Amanda Reichek,50
19,REP,Rebeca Huddle,158
20,,Over Votes,0
20,,Under Votes,50
20,DEM,Amanda Reichek,408
20,REP,Rebeca Huddle,1634
21,,Over Votes,0
21,,Under Votes,25
21,DEM,Amanda Reichek,89
21,REP,Rebeca Huddle,450
22,,Over Votes,0
22,,Under Votes,11
22,DEM,Amanda Reichek,79
22,REP,Rebeca Huddle,335
3,,Over Votes,0
3,,Under Votes,17
3,DEM,Amanda Reichek,177
3,REP,Rebeca Huddle,391
4,,Over Votes,0
4,,Under Votes,6
4,DEM,Amanda Reichek,135
4,REP,Rebeca Huddle,223
5,,Over Votes,0
5,,Under Votes,16
5,DEM,Amanda Reichek,201
5,REP,Rebeca Huddle,283
6,,Over Votes,0
6,,Under Votes,10
6,DEM,Amanda Reichek,68
6,REP,Rebeca Huddle,162
7,,Over Votes,0
7,,Under Votes,23
7,DEM,Amanda Reichek,175
7,REP,Rebeca Huddle,456
8,,Over Votes,0
8,,Under Votes,10
8,DEM,Amanda Reichek,89
8,REP,Rebeca Huddle,200
9,,Over Votes,0
9,,Under Votes,32
9,DEM,Amanda Reichek,328
9,REP,Rebeca Huddle,530
