precinct,party,candidate,votes
1,,Over Votes,0
1,,Under Votes,7
1,DEM,Luke Warford,89
1,GRN,Hunter Wayne Crow,1
1,LIB,Jaime Andres Diez,8
1,REP,Wayne Christian,338
10,,Over Votes,0
10,,Under Votes,8
10,DEM,Luke Warford,98
10,GRN,Hunter Wayne Crow,4
10,LIB,Jaime Andres Diez,16
10,REP,Wayne Christian,184
11,,Over Votes,0
11,,Under Votes,15
11,DEM,Luke Warford,239
11,GRN,Hunter Wayne Crow,12
11,LIB,Jaime Andres Diez,42
11,REP,Wayne Christian,545
12,,Over Votes,0
12,,Under Votes,18
12,DEM,Luke Warford,171
12,GRN,Hunter Wayne Crow,8
12,LIB,Jaime Andres Diez,20
12,REP,Wayne Christian,395
13,,Over Votes,0
13,,Under Votes,30
13,DEM,Luke Warford,236
13,GRN,Hunter Wayne Crow,11
13,LIB,Jaime Andres Diez,38
13,REP,Wayne Christian,855
14,,Over Votes,0
14,,Under Votes,2
14,DEM,Luke Warford,17
14,GRN,Hunter Wayne Crow,3
14,LIB,Jaime Andres Diez,3
14,REP,Wayne Christian,100
15,,Over Votes,0
15,,Under Votes,27
15,DEM,Luke Warford,290
15,GRN,Hunter Wayne Crow,8
15,LIB,Jaime Andres Diez,42
15,REP,Wayne Christian,558
17,,Over Votes,0
17,,Under Votes,43
17,DEM,Luke Warford,361
17,GRN,Hunter Wayne Crow,5
17,LIB,Jaime Andres Diez,34
17,REP,Wayne Christian,320
18,,Over Votes,0
18,,Under Votes,39
18,DEM,Luke Warford,178
18,GRN,Hunter Wayne Crow,9
18,LIB,Jaime Andres Diez,35
18,REP,Wayne Christian,485
19,,Over Votes,0
19,,Under Votes,9
19,DEM,Luke Warford,45
19,GRN,Hunter Wayne Crow,0
19,LIB,Jaime Andres Diez,6
19,REP,Wayne Christian,160
20,,Over Votes,0
20,,Under Votes,35
20,DEM,Luke Warford,384
20,GRN,Hunter Wayne Crow,21
20,LIB,Jaime Andres Diez,46
20,REP,Wayne Christian,1606
21,,Over Votes,0
21,,Under Votes,20
21,DEM,Luke Warford,82
21,GRN,Hunter Wayne Crow,4
21,LIB,Jaime Andres Diez,15
21,REP,Wayne Christian,443
22,,Over Votes,0
22,,Under Votes,11
22,DEM,Luke Warford,72
22,GRN,Hunter Wayne Crow,6
22,LIB,Jaime Andres Diez,5
22,REP,Wayne Christian,331
3,,Over Votes,0
3,,Under Votes,18
3,DEM,Luke Warford,157
3,GRN,Hunter Wayne Crow,5
3,LIB,Jaime Andres Diez,26
3,REP,Wayne Christian,379
4,,Over Votes,0
4,,Under Votes,5
4,DEM,Luke Warford,125
4,GRN,Hunter Wayne Crow,5
4,LIB,Jaime Andres Diez,8
4,REP,Wayne Christian,221
5,,Over Votes,0
5,,Under Votes,17
5,DEM,Luke Warford,186
5,GRN,Hunter Wayne Crow,6
5,LIB,Jaime Andres Diez,28
5,REP,Wayne Christian,263
6,,Over Votes,0
6,,Under Votes,11
6,DEM,Luke Warford,59
6,GRN,Hunter Wayne Crow,4
6,LIB,Jaime Andres Diez,10
6,REP,Wayne Christian,156
7,,Over Votes,0
7,,Under Votes,15
7,DEM,Luke Warford,165
7,GRN,Hunter Wayne Crow,4
7,LIB,Jaime Andres Diez,25
7,REP,Wayne Christian,445
8,,Over Votes,0
8,,Under Votes,9
8,DEM,Luke Warford,84
8,GRN,Hunter Wayne Crow,5
8,LIB,Jaime Andres Diez,10
8,REP,Wayne Christian,191
9,,Over Votes,0
9,,Under Votes,27
9,DEM,Luke Warford,304
9,GRN,Hunter Wayne Crow,15
9,LIB,Jaime Andres Diez,29
9,REP,Wayne Christian,515
