precinct,party,candidate,votes
4,,Over Votes,0
4,,Under Votes,4
4,DEM,Erin A. Nowell,54
4,LIB,Thomas Edward Oxford,2
4,REP,Debra Lehrmann,378
11,,Over Votes,0
11,,Under Votes,9
11,DEM,Erin A. Nowell,134
11,LIB,Thomas Edward Oxford,24
11,REP,Debra Lehrmann,509
5,,Over Votes,0
5,,Under Votes,18
5,DEM,Erin A. Nowell,110
5,LIB,Thomas Edward Oxford,9
5,REP,Debra Lehrmann,662
1,,Over Votes,0
1,,Under Votes,14
1,DEM,Erin A. Nowell,169
1,LIB,Thomas Edward Oxford,6
1,REP,Debra Lehrmann,434
23,,Over Votes,0
23,,Under Votes,7
23,DEM,Erin A. Nowell,93
23,LIB,Thomas Edward Oxford,2
23,REP,Debra Lehrmann,153
16,,Over Votes,0
16,,Under Votes,4
16,DEM,Erin A. Nowell,13
16,LIB,Thomas Edward Oxford,5
16,REP,Debra Lehrmann,126
13,,Over Votes,0
13,,Under Votes,2
13,DEM,Erin A. Nowell,10
13,LIB,Thomas Edward Oxford,0
13,REP,Debra Lehrmann,150
6,,Over Votes,0
6,,Under Votes,21
6,DEM,Erin A. Nowell,88
6,LIB,Thomas Edward Oxford,9
6,REP,Debra Lehrmann,734
2,,Over Votes,0
2,,Under Votes,18
2,DEM,Erin A. Nowell,169
2,LIB,Thomas Edward Oxford,15
2,REP,Debra Lehrmann,433
19,,Over Votes,0
19,,Under Votes,3
19,DEM,Erin A. Nowell,36
19,LIB,Thomas Edward Oxford,7
19,REP,Debra Lehrmann,345
8,,Over Votes,0
8,,Under Votes,3
8,DEM,Erin A. Nowell,14
8,LIB,Thomas Edward Oxford,2
8,REP,Debra Lehrmann,172
22,,Over Votes,0
22,,Under Votes,5
22,DEM,Erin A. Nowell,337
22,LIB,Thomas Edward Oxford,4
22,REP,Debra Lehrmann,120
3,,Over Votes,0
3,,Under Votes,7
3,DEM,Erin A. Nowell,38
3,LIB,Thomas Edward Oxford,6
3,REP,Debra Lehrmann,350
