precinct,party,candidate,votes
1,Rep,Brook Fulks,1143
1,,Over Votes,0
1,,Under Votes,783
10,Rep,Brook Fulks,496
10,,Over Votes,0
10,,Under Votes,129
100,Rep,Brook Fulks,1
100,,Over Votes,0
100,,Under Votes,7
101,Rep,Brook Fulks,1678
101,,Over Votes,0
101,,Under Votes,1187
102,Rep,Brook Fulks,1326
102,,Over Votes,0
102,,Under Votes,631
103,Rep,Brook Fulks,400
103,,Over Votes,0
103,,Under Votes,410
104,Rep,Brook Fulks,497
104,,Over Votes,0
104,,Under Votes,670
105,Rep,Brook Fulks,53
105,,Over Votes,0
105,,Under Votes,62
106,Rep,Brook Fulks,699
106,,Over Votes,0
106,,Under Votes,556
107,Rep,Brook Fulks,1272
107,,Over Votes,0
107,,Under Votes,1145
108,Rep,Brook Fulks,1042
108,,Over Votes,0
108,,Under Votes,1005
109,Rep,Brook Fulks,2021
109,,Over Votes,0
109,,Under Votes,1291
11,Rep,Brook Fulks,2600
11,,Over Votes,0
11,,Under Votes,821
110,Rep,Brook Fulks,1092
110,,Over Votes,0
110,,Under Votes,855
111,Rep,Brook Fulks,1504
111,,Over Votes,0
111,,Under Votes,679
112,Rep,Brook Fulks,1307
112,,Over Votes,0
112,,Under Votes,1015
113,Rep,Brook Fulks,1169
113,,Over Votes,0
113,,Under Votes,918
114,Rep,Brook Fulks,1924
114,,Over Votes,0
114,,Under Votes,1138
115,Rep,Brook Fulks,1102
115,,Over Votes,0
115,,Under Votes,1021
116,Rep,Brook Fulks,2130
116,,Over Votes,0
116,,Under Votes,1423
117,Rep,Brook Fulks,1643
117,,Over Votes,0
117,,Under Votes,1291
118,Rep,Brook Fulks,1773
118,,Over Votes,0
118,,Under Votes,1223
119,Rep,Brook Fulks,959
119,,Over Votes,0
119,,Under Votes,737
12,Rep,Brook Fulks,1064
12,,Over Votes,0
12,,Under Votes,554
120,Rep,Brook Fulks,1655
120,,Over Votes,0
120,,Under Votes,1038
121,Rep,Brook Fulks,986
121,,Over Votes,0
121,,Under Votes,966
122,Rep,Brook Fulks,2469
122,,Over Votes,0
122,,Under Votes,1239
123,Rep,Brook Fulks,858
123,,Over Votes,0
