precinct,party,candidate,votes
1,,Over Votes,0
1,,Under Votes,3
1,DEM,"Mary ""MJ"" Hegar",6
1,GRN,David B. Collins,0
1,LIB,Kerry Douglas McKennon,1
1,REP,John Cornyn,172
2,,Over Votes,0
2,,Under Votes,1
2,DEM,"Mary ""MJ"" Hegar",4
2,GRN,David B. Collins,0
2,LIB,Kerry Douglas McKennon,0
2,REP,John Cornyn,70
3,,Over Votes,0
3,,Under Votes,2
3,DEM,"Mary ""MJ"" Hegar",1
3,GRN,David B. Collins,0
3,LIB,Kerry Douglas McKennon,0
3,REP,John Cornyn,12
4,,Over Votes,1
4,,Under Votes,3
4,DEM,"Mary ""MJ"" Hegar",13
4,GRN,David B. Collins,0
4,LIB,Kerry Douglas McKennon,1
4,REP,John Cornyn,139
5,,Over Votes,0
5,,Under Votes,2
5,DEM,"Mary ""MJ"" Hegar",8
5,GRN,David B. Collins,0
5,LIB,Kerry Douglas McKennon,0
5,REP,John Cornyn,105
6,,Over Votes,2
6,,Under Votes,4
6,DEM,"Mary ""MJ"" Hegar",12
6,GRN,David B. Collins,0
6,LIB,Kerry Douglas McKennon,1
6,REP,John Cornyn,93
