precinct,party,candidate,votes
1,,Over Votes,0
1,,Under Votes,3
1,DEM,Patsy Ledbetter,4
1,REP,Drew Springer,175
2,,Over Votes,0
2,,Under Votes,1
2,DEM,Patsy Ledbetter,4
2,REP,Drew Springer,70
3,,Over Votes,0
3,,Under Votes,0
3,DEM,Patsy Ledbetter,1
3,REP,Drew Springer,14
4,,Over Votes,0
4,,Under Votes,10
4,DEM,Patsy Ledbetter,12
4,REP,Drew Springer,135
5,,Over Votes,0
5,,Under Votes,3
5,DEM,Patsy Ledbetter,8
5,REP,Drew Springer,104
6,,Over Votes,0
6,,Under Votes,6
6,DEM,Patsy Ledbetter,10
6,REP,Drew Springer,96
