precinct,party,candidate,votes
1,,Over Votes,0
1,,Under Votes,46
1,DEM,Sylvia Garza-Perez,366
1,REP,Mirla Veronica Deaton,209
10,,Over Votes,0
10,,Under Votes,42
10,DEM,Sylvia Garza-Perez,391
10,REP,Mirla Veronica Deaton,137
100,,Over Votes,0
100,,Under Votes,31
100,DEM,Sylvia Garza-Perez,824
100,REP,Mirla Veronica Deaton,560
101,,Over Votes,0
101,,Under Votes,9
101,DEM,Sylvia Garza-Perez,217
101,REP,Mirla Veronica Deaton,119
11,,Over Votes,0
11,,Under Votes,13
11,DEM,Sylvia Garza-Perez,356
11,REP,Mirla Veronica Deaton,168
12,,Over Votes,0
12,,Under Votes,39
12,DEM,Sylvia Garza-Perez,559
12,REP,Mirla Veronica Deaton,345
13,,Over Votes,0
13,,Under Votes,7
13,DEM,Sylvia Garza-Perez,125
13,REP,Mirla Veronica Deaton,59
14,,Over Votes,0
14,,Under Votes,23
14,DEM,Sylvia Garza-Perez,509
14,REP,Mirla Veronica Deaton,278
15,,Over Votes,1
15,,Under Votes,21
15,DEM,Sylvia Garza-Perez,515
15,REP,Mirla Veronica Deaton,257
16,,Over Votes,0
16,,Under Votes,13
16,DEM,Sylvia Garza-Perez,108
16,REP,Mirla Veronica Deaton,198
17,,Over Votes,1
17,,Under Votes,40
17,DEM,Sylvia Garza-Perez,718
17,REP,Mirla Veronica Deaton,404
18,,Over Votes,0
18,,Under Votes,22
18,DEM,Sylvia Garza-Perez,430
18,REP,Mirla Veronica Deaton,250
19,,Over Votes,0
19,,Under Votes,22
19,DEM,Sylvia Garza-Perez,344
19,REP,Mirla Veronica Deaton,192
2,,Over Votes,0
2,,Under Votes,5
2,DEM,Sylvia Garza-Perez,105
2,REP,Mirla Veronica Deaton,174
20,,Over Votes,0
20,,Under Votes,19
20,DEM,Sylvia Garza-Perez,261
20,REP,Mirla Veronica Deaton,246
21,,Over Votes,0
21,,Under Votes,9
21,DEM,Sylvia Garza-Perez,207
21,REP,Mirla Veronica Deaton,82
22,,Over Votes,0
22,,Under Votes,18
22,DEM,Sylvia Garza-Perez,507
22,REP,Mirla Veronica Deaton,251
23,,Over Votes,0
23,,Under Votes,3
23,DEM,Sylvia Garza-Perez,23
23,REP,Mirla Veronica Deaton,56
24,,Over Votes,0
24,,Under Votes,85
24,DEM,Sylvia Garza-Perez,339
24,REP,Mirla Veronica Deaton,135
25,,Over Votes,0
25,,Under Votes,11
25,DEM,Sylvia Garza-Perez,165
25,REP,Mirla Veronica Deaton,96
26,,Over Votes,0
26,,Under Votes,35
26,DEM,Sylvia Garza-Perez,453
26,REP,Mirla Veronica Deaton,385
27,,Over Votes,0
27,,Under Votes,49
27,DEM,Sylvia Garza-Perez,586
27,REP,Mirla Veronica Deaton,286
28,,Over Votes,0
28,,Under Votes,24
28,DEM,Sylvia Garza-Perez,452
28,REP,Mirla Veronica Deaton,341
29,,Over Votes,0
29,,Under Votes,18
29,DEM,Sylvia Garza-Perez,433
29,REP,Mirla Veronica Deaton,603
3,,Over Votes,0
3,,Under Votes,54
3,DEM,Sylvia Garza-Perez,947
3,REP,Mirla Veronica Deaton,750
30,,Over Votes,0
30,,Under Votes,14
30,DEM,Sylvia Garza-Perez,204
30,REP,Mirla Veronica Deaton,272
31,,Over Votes,0
31,,Under Votes,3
31,DEM,Sylvia Garza-Perez,71
31,REP,Mirla Veronica Deaton,48
32,,Over Votes,0
32,,Under Votes,37
32,DEM,Sylvia Garza-Perez,555
32,REP,Mirla Veronica Deaton,431
33,,Over Votes,0
33,,Under Votes,8
33,DEM,Sylvia Garza-Perez,135
33,REP,Mirla Veronica Deaton,70
34,,Over Votes,0
34,,Under Votes,13
34,DEM,Sylvia Garza-Perez,315
34,REP,Mirla Veronica Deaton,452
35,,Over Votes,0
35,,Under Votes,16
35,DEM,Sylvia Garza-Perez,273
35,REP,Mirla Veronica Deaton,268
36,,Over Votes,0
36,,Under Votes,17
36,DEM,Sylvia Garza-Perez,579
36,REP,Mirla Veronica Deaton,418
37,,Over Votes,2
37,,Under Votes,22
37,DEM,Sylvia Garza-Perez,359
37,REP,Mirla Veronica Deaton,134
38,,Over Votes,0
38,,Under Votes,13
38,DEM,Sylvia Garza-Perez,226
38,REP,Mirla Veronica Deaton,140
39,,Over Votes,0
39,,Under Votes,16
39,DEM,Sylvia Garza-Perez,225
39,REP,Mirla Veronica Deaton,105
4,,Over Votes,0
4,,Under Votes,46
4,DEM,Sylvia Garza-Perez,652
4,REP,Mirla Veronica Deaton,628
40,,Over Votes,0
40,,Under Votes,16
40,DEM,Sylvia Garza-Perez,496
40,REP,Mirla Veronica Deaton,323
41,,Over Votes,0
41,,Under Votes,42
41,DEM,Sylvia Garza-Perez,871
41,REP,Mirla Veronica Deaton,377
42,,Over Votes,0
42,,Under Votes,19
42,DEM,Sylvia Garza-Perez,223
42,REP,Mirla Veronica Deaton,94
43,,Over Votes,0
43,,Under Votes,19
43,DEM,Sylvia Garza-Perez,198
43,REP,Mirla Veronica Deaton,145
44,,Over Votes,0
44,,Under Votes,23
44,DEM,Sylvia Garza-Perez,699
