precinct,party,candidate,votes
1,DEM,Marc M. Meyer,321
1,,Over Votes,0
1,,Under Votes,102
10,DEM,Marc M. Meyer,22
10,,Over Votes,0
10,,Under Votes,9
100,DEM,Marc M. Meyer,142
100,,Over Votes,0
100,,Under Votes,38
101,DEM,Marc M. Meyer,390
101,,Over Votes,0
101,,Under Votes,117
102,DEM,Marc M. Meyer,243
102,,Over Votes,0
102,,Under Votes,76
103,DEM,Marc M. Meyer,134
103,,Over Votes,0
103,,Under Votes,66
104,DEM,Marc M. Meyer,216
104,,Over Votes,0
104,,Under Votes,66
105,DEM,Marc M. Meyer,31
105,,Over Votes,0
105,,Under Votes,11
106,DEM,Marc M. Meyer,189
106,,Over Votes,0
106,,Under Votes,65
107,DEM,Marc M. Meyer,402
107,,Over Votes,0
107,,Under Votes,149
108,DEM,Marc M. Meyer,317
108,,Over Votes,0
108,,Under Votes,130
109,DEM,Marc M. Meyer,387
109,,Over Votes,0
109,,Under Votes,190
11,DEM,Marc M. Meyer,212
11,,Over Votes,0
11,,Under Votes,60
110,DEM,Marc M. Meyer,328
110,,Over Votes,0
110,,Under Votes,119
111,DEM,Marc M. Meyer,196
111,,Over Votes,0
111,,Under Votes,73
112,DEM,Marc M. Meyer,313
112,,Over Votes,0
112,,Under Votes,128
113,DEM,Marc M. Meyer,343
113,,Over Votes,0
113,,Under Votes,108
114,DEM,Marc M. Meyer,476
114,,Over Votes,0
114,,Under Votes,147
115,DEM,Marc M. Meyer,368
115,,Over Votes,0
115,,Under Votes,143
116,DEM,Marc M. Meyer,390
116,,Over Votes,0
116,,Under Votes,195
117,DEM,Marc M. Meyer,442
117,,Over Votes,0
117,,Under Votes,126
118,DEM,Marc M. Meyer,384
118,,Over Votes,0
118,,Under Votes,157
119,DEM,Marc M. Meyer,245
119,,Over Votes,0
119,,Under Votes,89
12,DEM,Marc M. Meyer,207
12,,Over Votes,0
12,,Under Votes,70
120,DEM,Marc M. Meyer,330
120,,Over Votes,0
120,,Under Votes,124
121,DEM,Marc M. Meyer,264
121,,Over Votes,0
121,,Under Votes,110
122,DEM,Marc M. Meyer,383
122,,Over Votes,0
122,,Under Votes,157
123,DEM,Marc M. Meyer,199
123,,Over Votes,0
123,,Under Votes,72
124,DEM,Marc M. Meyer,343
124,,Over Votes,0
124,,Under Votes,137
125,DEM,Marc M. Meyer,244
125,,Over Votes,0
125,,Under Votes,70
126,DEM,Marc M. Meyer,613
126,,Over Votes,0
126,,Under Votes,183
127,DEM,Marc M. Meyer,402
127,,Over Votes,0
127,,Under Votes,161
128,DEM,Marc M. Meyer,182
128,,Over Votes,0
128,,Under Votes,78
129,DEM,Marc M. Meyer,436
129,,Over Votes,0
129,,Under Votes,170
13,DEM,Marc M. Meyer,222
13,,Over Votes,0
13,,Under Votes,62
130,DEM,Marc M. Meyer,449
130,,Over Votes,0
130,,Under Votes,174
131,DEM,Marc M. Meyer,268
