precinct,party,candidate,votes
10,,Over Votes,0
10,,Under Votes,207
10,REP,Rodney B. Watson,1071
12,,Over Votes,0
12,,Under Votes,77
12,REP,Rodney B. Watson,517
13,,Over Votes,0
13,,Under Votes,259
13,REP,Rodney B. Watson,1582
14,,Over Votes,0
14,,Under Votes,88
14,REP,Rodney B. Watson,728
15,,Over Votes,0
15,,Under Votes,26
15,REP,Rodney B. Watson,264
16,,Over Votes,0
16,,Under Votes,46
16,REP,Rodney B. Watson,184
18,,Over Votes,0
18,,Under Votes,20
18,REP,Rodney B. Watson,114
19,,Over Votes,0
19,,Under Votes,44
19,REP,Rodney B. Watson,245
2,,Over Votes,0
2,,Under Votes,114
2,REP,Rodney B. Watson,554
20,,Over Votes,0
20,,Under Votes,83
20,REP,Rodney B. Watson,683
21,,Over Votes,0
21,,Under Votes,172
21,REP,Rodney B. Watson,1112
22,,Over Votes,0
22,,Under Votes,154
22,REP,Rodney B. Watson,992
23,,Over Votes,0
23,,Under Votes,37
23,REP,Rodney B. Watson,292
24,,Over Votes,0
24,,Under Votes,128
24,REP,Rodney B. Watson,630
27,,Over Votes,0
27,,Under Votes,68
27,REP,Rodney B. Watson,501
3,,Over Votes,0
3,,Under Votes,179
3,REP,Rodney B. Watson,588
4,,Over Votes,0
4,,Under Votes,240
4,REP,Rodney B. Watson,1278
5,,Over Votes,0
5,,Under Votes,44
5,REP,Rodney B. Watson,358
6,,Over Votes,0
6,,Under Votes,44
6,REP,Rodney B. Watson,257
7,,Over Votes,0
7,,Under Votes,47
7,REP,Rodney B. Watson,361
8,,Over Votes,0
8,,Under Votes,23
8,REP,Rodney B. Watson,219
9,,Over Votes,0
9,,Under Votes,57
9,REP,Rodney B. Watson,306
